,ITN,Partners,Partners ITN
686,3811029172,"['Magnit', 'Detmir', 'OZON', 'Wildberries', 'Lenta', 'Самокат', 'Group', 'Metro Cash & Carry', 'Auchan', 'Okey']","['7414003633', '9703077050', '7814148471', '9701244668', '2508051760', '7703270067', '7826087713']"
687,6165199445,['Rostovteplo'],['6165125852']
688,5074021100,"['Akbar Brothers Ltd.', 'brand1', 'brand2', 'brand3', 'brand4', 'brand5', 'brand6', 'brand7', 'brand8', 'brand9', 'brand10', 'brand11', 'brand12']","['7705197655', '7705284308', '7705097756', '7705149531']"
689,5752030018,"['Посольство Вкусной Еды', 'Funny Cat', 'Ашан', 'Глобус', 'Окей', 'Х5 retail group', 'Лента']","['5752030018', '7703270067', '1501004336', '7826087713', '7814148471']"
690,5407237690,"['ZAO-RI', 'rosinstr', 'ri_kaz']","['8603138050', '5407237690']"
691,7204175523,"['StroyAlliance', 'Technologies']",['6454064158']
692,1435156284,"['Scania', 'Westport Fuel Systems', 'Scan14']",[]
693,7430009128,"['КОЕЛГИНСКОЕ имени ШУНДЕЕВА И.Н.', 'совхоз «Коелгинский»', 'АСХПП «Коел»']",['7430009128']
694,7743091258,"['Philips', 'Contitech', 'Denso', 'Hella', 'Valeo']","['7743690702', '7723838171', '5036090350']"
695,5027271769,"['ProfilDoors', 'ЮРКАС']","['5074114435', '5027271769']"
696,8904058908,"['Digital Strateg', 'WhatsApp', 'Telegram']",['3443152304']
697,6321117851,"['Уральский электрохимический комбинат', 'АВТОВАЗ', 'СП GM-AVTOVAZ', 'ГАЗ', 'УАЗ']","['6629022962', '6320002223', '7736035485', '7327077188']"
698,7806311766,"['Фонд развития промышленности Санкт-Петербурга', 'Alkor Bio', 'MagnoLIA']","['7838030454', '7806311766']"
699,7701242804,"['Electrolux', 'Foxclab.ru', 'NEMOX', 'PASTRY.PRO', 'Хлеб и еда', 'VIP Masters']","['7707487670', '2311285602']"
700,5752042670,['Lamberti Group'],[]
701,3445050019,['Yandex'],[]
702,7721717012,"['Limabags', 'RainBerry', 'PassoAvanti', 'STEP', 'Grott', 'Marzia', 'Ecotope', 'Mr\\_Bag', 'Francesco\\_Molinary']","['4223120108', '7801714948', '165001949306']"
703,8603112037,"['Hyundai', 'Mitsubishi', 'Isuzu']","['7703623202', '7716886551', '2723148789']"
704,4707014277,"['Мантсинен', 'ООО «Мантсинен»', 'Луга', 'Усть-Луга', 'Сегежа', 'Подпорожье', 'Неболчи']","['7839095870', '7839095870', '5074047563', '4707013516', '9703024202', '4711000608', '5306007732']"
705,7456037049,['IVPRO'],['3702635173']
706,5410025858,"['КлондайкАвто', 'Автолига', 'Итальянское оборудование', 'DuPont', 'Car System', 'Brulex', 'Glasurit', 'Volkswagen']","['5410142706', '0274137896', '6731057797', '5042059767']"
707,2539030457,[''],[]
708,7701928086,"['Группа Компаний «ЭЛЕКТ', 'Компания А']","['6313009980', '7708400979']"
709,7453286576,"['НСТК', 'ns-tk.ru', 'netcat', 'm.netcat.ru']",['5258141541']
710,7807064277,"['ЭЛБИ Адвертайзинг', 'ПМП (Элби групп)']",['7811057755']
711,5904142248,"['Siemens', 'Honeywell', 'Danfoss', 'Emerson', 'Rittal', 'Yokogawa', 'Schneider Electric', 'R-Stahl', 'GE Bentley Nevada', 'Phoenix Contact', 'Eaton', 'Pepperl+Fuchs', 'Rockwell Automation', 'ABB', 'APC', 'Lampertz']","['7705030695', '7810941584', '7716218811', '9909243416', '4802024853', '7451468330']"
712,7327063643,"['Teplichnoe73', 'MSC']",['7202086042']
713,1658106209,"['Fereks', 'LEDEL', 'Cabinet', 'Dealer', 'IES', 'Arfa']","['1624012390', '7751001321', '3812122706', '2901039769']"
714,7446040564,"['Kia', 'Suzuki', 'Gaz', 'Gaz Detali']","['7728674093', '7704558059', '7736035485', '4217204007']"
715,7727333781,['Авангард-Систематехника'],['7727333781']
716,7724642510,"['PALAX', 'vk', 'youtube', 'behance', 'workspace', 'molom', 'careya', 'nr43', 'ohr']","['0400014449', '4323000118', '4345407838', '7734423210']"
717,7730164614,"['МТК ЕвроПарк', 'Сине']",['7813647735']
718,2464248365,['Reg.ru'],['6312068502']
719,7708734280,"['K.S.Бюро', 'Fogia']","['5105002290', '7535002553']"
720,3816006073,"['Cryptoboss Casino', 'Government of Curacao']",[]
721,2224144309,"['UAZ', 'GAz', 'STO', 'AGAz']","['7327077188', '7736035485', '7743919164', '4508008712']"
722,7703389993,"['Nolimit City', 'Bgaming', 'Playson', 'Pragmatic', 'Relax Gaming', 'SBP', 'Spinomenal']","['0277939993', '9713006763']"
723,5403066740,['Siblitmash'],['5403066740']
724,5403133517,['InSales'],['9715332353']
725,7725838875,"['Dantex', 'Marsa', 'Samsung', 'Sharp', 'LG', 'Trane', 'CAREL', 'NOBO', 'Dimplex', 'Royal Flame', 'Solza']","['9718151387', '7703608910', '7706645860', '5075018950', '5053031611', '1007012230', '7729630243', '2902065137']"
726,3443114404,"['Asoka-Web', 'ASOKA-ВЕБ']",[]
727,9102052396,"['Google', 'Microsoft', 'Apple', 'Facebook', 'Amazon']","['7707767220', '5027290962']"
728,7706192152,['Canva'],[]
729,4719017995,"['Новый Свет – Эко', 'Soline.ru']",[]
730,5403200805,"['Gallop', 'Novosibirskiy Armaturnyy Zavod', 'Novosibirskiy Svetotehnicheskiy Zavod', 'Torgovyy Dom']","['5403200805', '7728029110']"
731,6166055647,"['Ростов-на-Дону: РСМ-СБТ', 'Сельмашбанк', 'ООО Ростсельмашэнергосбыт']","['6166003409', '6166055647']"
732,2465040592,['КраМЗ-Авто'],['2465040592']
733,7721304865,['AVA Technologies'],[]
734,7715431424,"['Microsoft Corporation', 'Apple Inc.', 'Amazon.com', 'Inc.', 'Alphabet Inc.', 'Facebook', 'Inc.', 'Alibaba Group Holding Limited']","['9909014670', '9909014670']"
735,7805314620,"['МСТ Шиппинг Сервис', 'Emirates Shipping Line', 'Chipolbrok', 'Газпром', 'БАЛТОРИЕНТ']","['7805314620', '7736050003', '7714864778']"
736,7714146015,"['Armada Alpha', 'Jshop', 'Yandex Maps']",[]
737,6027019867,[''],[]
738,6606019057,"['Мобионика', 'ООО \\МОБИОНИКА\\']",['6672304000']
739,5013045294,['Bitrix24'],[]
740,3250521481,"['Фольксваген Центр Брянск', 'AGR Automotive Group']",[]
741,6382000106,['TLT Milk'],[]
742,7722111351,"['USMA', 'Kimberly Clark Professional', 'Vikan', 'Diversey', 'Vileda Professional', 'Tork', 'Hayat Focus', 'WypAll', 'Kleenex', 'Scott', 'Kimtech', 'Kleenguard', 'Hostess', 'TASKI', 'DEC PROF', 'Nilfisk', 'HQ profiline']","['4816022768', '7840021778', '3905050652', '7723830990', '651600049311', '9718109868', '7604388325', '7714514727']"
743,7706278628,['Reg.ru'],['6312068502']
744,4003014986,"['Машиностроение', 'Нефтегазовая промышленность', 'Химическая промышленность', 'Архитектура и строительство', 'Коммунальное хозяйство', 'Реализация неликвидов']","['3663165820', '5261040455', '6449047823', '7731533529', '1435133520']"
745,1650319004,['Siemens'],[]
746,5407198829,"['ARQA Technologies', 'Qort', 'QDealing', 'QUIK']",[]
747,7716794420,"['Redington', 'Master Proof', 'Технониколь', 'Carbon XPS', 'Ceresit', 'Isotec', 'Shinglas', 'BIGTOP', 'Изорок', 'Logicroof', 'Planter', 'Rockwool', 'Ursa', 'Ecoplast', 'Изоспан', 'Пеноплэкс']","['7751139930', '7706019704', '6230018042', '7714181115', '3444271431', '1657270291', '7825133660']"
748,6319065934,['NewTech Services'],[]
749,6731028404,"['Sberbank', 'VTB', 'Rossiya', 'Gazprombank', 'Svoedom', 'Sovcombank', 'Open Bank', 'Alfa-Bank']","['7707083893', '7702070139', '7728674093', '7744001497', '7610101475', '7813630058', '7728168971']"
750,7731457483,"['Petzl', 'Black Diamond', 'DMM', 'Edelrid', 'Mammut', 'Camp', 'Julbo', 'Ledlenser', 'Fenix']","['2508008290', '9726004298', '7806052134']"
751,7726662688,['CHINT'],['7726662688']
752,7709980962,['MANDERS'],['7709980962']
753,8911015912,"['Пурнефтегазгеология', 'Таркосалинская нефтегазоразведочная экспедиция']","['8911018864', '8911015912']"
754,6161050483,"['Azerbaijan', 'Armenia', 'Грузия', 'Казахстан', 'Киргизия', 'Таджикистан', 'Узбекистан', 'Беларусь', 'Россия', 'Молдова', 'España', 'France', 'Italia', 'Deutschland', 'Nederland', 'Polska']","['9909568894', '2310055540', '7704762375', '9909660593', '2222898815', '7707176724', '7825104571', '7728674093', '772173676754', '2337027660', '7724166268', '9909342449', '9909010764', '3326002400']"
755,6143001204,['МОНРЕМ'],['5501265511']
756,6674243530,"['Stimek.ru', 'Ut6.ru', 'Unitech']",[]
757,5261092340,"['Lesavik', 'Mosbuild']",['4706070840']
758,7724318760,"['TSC', 'Mindeo', 'Unitech', 'BSmart', 'Soft Merit', 'Datalogic', 'Honeywell', 'Point Mobile', 'Kaicom', 'Cipherlab', 'Zebra', 'NiceLabel', 'Kleverens', 'BarTender', 'PrehKeyTec', 'Star', 'Newland', 'TAI']","['3666170000', '7728701075', '7720566681', '7720514281', '9718172080', '5838013374', '1651025328']"
759,5503230200,['ASP akva'],['7701987853']
760,2124019520,"['Газопровод Василково-Нарьян-Мар', 'Ленинградская АЭС-2', 'ОАО «РЖД»']","['6609007758', '7708503727']"
761,7811040864,['Завод «Картонтоль»'],['7811040864']
762,4003034171,"['Freight Village Ru', 'Freight Villages Voronezh', 'Freight Village Rosva']",[]
763,7716706590,['Formatech'],[]
764,2227008713,"['Altaj Spec-Produkt', 'Ромпаnia Алтай Спец-Продукт']",[]
765,6002004428,['Reg.ru'],['6312068502']
766,9705156684,"['Moesk', 'Rostec', 'Mosmetro', 'TNS-e', 'mosgortrans', 'RZD', 'UNECO', 'ukpomosch', 'Avangard Agro', 'Rusenergocapital', 'K-SC', 'Rus']","['5190197680', '7710068052', '7705002602', '6164295724', '3666128249', '2460066195']"
767,7707521314,['Faberon'],['7708517913']
768,7804018868,"['Uralsky bank rekonstrukcii i razvitiya', 'Surgutneftgaz', 'FPK', 'М.Видео', 'Аэрофлот', 'Аэромар']","['7707116813', '7708709686', '7707602010', '7712040126', '7712045131']"
769,5190192755,[''],[]
770,7725284049,"['VATECH', 'EzRay', 'Green', 'Green Smart', 'IOXW', 'IOXP', 'iosoft']","['7719227074', '5408154888', '7743402665']"
771,2635034775,"['ZOOMLION', 'MASCHIO GASPARDO SPA', 'CASE IH', 'New Holland', 'Dieci']",[]
772,5259017360,['Dalchem'],[]
773,7017261765,"['Infinet', 'Ceragon', 'Микран', 'ECI', 'Huawei', 'TFortis', 'G2Techno', 'Бастион', 'Delta Electronics', 'Агат', 'UserGate', 'IPPON', 'ITV', 'DSSL', 'Видеомакс', 'EVIDENCE', 'Domination', 'Yealink']","['7736501792', '0715001972', '7704117657', '7709628366', '3444274489', '5027003784', '7717087664', '7804278640', '7722585721']"
774,2312286888,"['Microsoft Corporation', 'Apple Inc.', 'Amazon.com', 'Inc.', 'Alphabet Inc.', 'Facebook', 'Inc.', 'Alibaba Group', 'Intel Corporation', 'Oracle Corporation']","['9909014670', '9909014670']"
775,7839353264,"['FMG Shipping', 'FMG Shipping', 'FMG Shipping']",[]
776,7806341601,['СтройТехИмпорт'],['7451340147']
777,7713312020,"['FSK-EES', 'Holding-MRSK', 'NESK']","['7728589190', '7715486423', '2308091759']"
778,7736131037,"['Aquarius', 'User Gate', 'kaspersky', 'positive technologies', 'Checkpoint', 'РОСА', 'Systeme Electric', 'Utinet', 'Редсофт', 'AstraLinux', 'Eltex', 'Qtex', 'Кибер Проект']","['773574720770', '7706413348', '9705000373', '7721343293']"
779,7424032619,"['Forenergo', 'Rosenergoresurs', 'Linyi City Jinhao']","['7720436925', '4629048244']"
780,7203103340,"['Honda', 'Honda Russia', 'TechnoKom-Invest']",['7710529289']
781,1660065165,['Казань-Шинторг'],['1660065165']
782,7729715592,"['Microsoft', 'Nofon']",['5258054088']
783,7710701236,"['Unikomm', 'Unikomm', 'Unikomm']","['7801560342', '7801560342', '7801560342']"
784,7702808585,"['Мостотрест', 'МОСИНЖПРОЕКТ', 'Метрогипротранс']","['7701045732', '7701885820', '7705018916']"
785,2724155041,"['MirMetall', 'GoodWork']",['6658546801']
786,5401995271,"['Efko', 'Blago', 'Sodruzhestvo', 'ANK', 'Amur', 'Rusagro', 'Shmykentmay', 'Uizmay', 'Imlitex-Agro', 'Cofco', 'BEIDAHUANG', 'Jiusan', 'Evropac', 'Rusagrotrans', 'Souzpisheprom']","['3122000300', '7707424367', '3913013693', '0274051582', '2703000015', '5003077160', '0600004039', '7704590768', '9718221490']"
787,3666177729,"['Select-Processing', 'Athemes']",[]
788,5720013482,['Эксима-Агро'],['5720013482']
789,5261055444,"['Linaris', 'Linaris', 'Linaris', 'Linaris', 'Linaris', 'Linaris', 'Linaris', 'Linaris', 'Linaris', 'Linaris', 'Linaris']","['7702317957', '7702317957', '7702317957', '7702317957', '7702317957', '7702317957', '7702317957', '7702317957', '7702317957', '7702317957', '7702317957']"
790,6165144855,"['Güntner', 'Lu-Ve', 'Bitzer', 'Dorin', 'Danfoss', 'Kelvion', 'Thermofin', 'Freor', 'Besseling Group', 'Grundfos', 'Wilo', 'Tekso', 'Frigopoint', 'MTH', 'Onda']","['7801072391', '7705030695', '7731218132', '6732109543', '5042054367', '9731000323', '3123429941', '1660362425', '5032307837']"
791,7714671060,"['OPTILAND', 'ЦЭТИС']",['7706171466']
792,7814257657,"['Bitrix24', 'Tilda']",['7840101328']
793,1215122875,"['Polair Group', 'Polair', 'Radax', 'Dazzl', 'Rada', 'Frost-Eco', 'Polair Plus']","['7703721898', '9701156789', '5027149374']"
794,4220039723,"['Беляевская мука', 'AXIOMA']",[]
795,7719469098,"['СК СМАРТ', 'РЗД', 'ФПЦ']","['7719469098', '6164295724', '7203396470']"
796,7841304120,"['Alfa Laval', 'SMC Pneumatic', 'Endress+Hauser', 'Festo', 'Frictec', 'REDA', 'Seital', 'SPX', 'Bertoli']","['5018035564', '7729407630', '7710640128', '910407890453', '5042067133', '540863327590']"
797,6625029332,"['URALHELICOM', 'Robinson Helicopter Company', 'Airbus Helicopters', 'Bell', 'Leonardo']","['7743123238', '6015005732']"
798,7728591834,"['Rosseti', 'Lenenergo', 'OEC', 'Tatenergo', 'Kurortenergo', 'ОАО \\Сетевая компания\\ Республики Татарстан', 'Группа НЛМК', 'Группа компаний Теплоцентрстрой']","['4716016979', '7803002209', '2015005975', '1657036630', '7827007301', '7734737440']"
799,6642001087,"['СПК Килачевский', 'СПК Килачевский', 'СПК', 'г. Ирбит', 'г. Артемовский', 'г. Камышлов']","['6642001087', '6642001087', '1435333590', '6676008669', '6602010110', '6613001251']"
800,7203203418,"['Roso Group', 'Росо Групп', 'ForShukhrat']",['5903046020']
801,3701044160,"['Dilanteks', 'Отдел продаж', 'Иваноvo', 'Род']","['3701044160', '3128151591', '3702635818', '7213004394']"
802,5050013999,['Щелковский биокомбинат'],['5050013999']
803,7716576285,"['SCA Hygiene', 'Libresse', 'Libero', 'Tena', 'Tork', 'Zewa', 'FMC-Goods.ru', 'Ashan', 'Реал', 'Дочки Сыночки', 'Дикси']","['5003111460', '8617037301', '7723830990', '7703270067', '3446006870', '8908003233', '7704249540']"
804,7704239662,"['Sarmich', 'Vamintatarstan', 'Kiprino', 'Uva-moloko', 'Tatarmilk', 'Moltimilk', 'Tulamilk', 'Ao-nadezhda', 'Ekoniva', 'Foodland', 'Kosmol', 'Kubanmoloko', 'Masko-mil']","['1309084255', '1655306440', '2224209080', '1821009492', '3851026890', '5032070546', '7726223480', '4401057876', '2309023230']"
805,2315133030,"['Arkas', 'Arkas Raasha', 'Arkaс Line', 'REX Service']","['7722709166', '7430031853']"
806,5021015350,"['Microsoft', 'Google', 'Apple']",['7707767220']
807,5047004056,['KRONT'],['5047004056']
808,6318023610,"['ONB', 'Самара', 'Яндекс', 'Google', 'Viber']","['1000007600', '6330050963', '7736207543', '7814012512']"
809,7702060003,"['Цирк в Автово', 'Филиал компании Росгосцирк']",['7805010519']
810,1650345325,"['Scepление', 'Кузовные детали', 'Тормозные колодки', 'Элементы подвески', 'Детали для Ж/Д-транспорта']",['7724386055']
811,3232022024,"['СЕРВИС', 'АВТОСАЛОН']","['5823000132', '5256080149']"
812,7708192990,"['Profoffice', 'Econom Class', 'Business Class', 'First Class', 'Премиум Класс', 'Зона переговоров']",['7725819375']
813,7703262179,"['Toyota', 'Lexus', 'Volkswagen', 'Suzuki', 'Skoda', 'Mitsubishi', 'Land Rover', 'Jaguar', 'Subaru', 'Hyundai', 'Kia', 'Mazda', 'Chery']","['7710390358', '5042059767', '7704558059', '4345289285', '7716886551', '7714176330', '7703623202', '7728674093', '7743580770', '2127315446']"
814,2231005120,['Sibiryak-Grechka'],[]
815,7710100588,"['ТРИТЭ', 'Никита Михалков', 'Первый канал', 'Россия', 'Запад', 'The Hollywood Reporter']","['2462050257', '771000154704', '7717039300', '7728674093', '7842461679']"
816,2457056060,['Служба охраны объектов цветной металлургии'],['2460221972']
817,7720774346,"['Lifeglass', 'Теплопакет DS NEXT', 'Теплопакет DS NEXT Light', 'Теплопакет DS Neutral', 'Замена стеклопакета STiS']",[]
818,1101036118,"['Norwood Komi', 'BASCHILD']",[]
819,7705867885,['Global Ports Investments'],['2540282089']
820,3917519890,"['Volvo Trucks', 'Renault Trucks', 'Volvo Construction Equipment', 'Hitachi Construction Machinery', 'Sandvik', 'Link-Belt Cranes', 'Mecalac']",['3804046000']
821,5032230060,"['Clubby settlement', 'Life by the river', 'Life for the whole family', 'Infrastructure', 'Traffic', 'Mansard', 'Territory']","['7841508902', '2460030985']"
822,6319105182,"['Азербайджан', 'Армения', 'Грузия', 'Казахстан', 'Киргизия', 'Таджикистан', 'Узбекистан', 'Беларусь', 'Россия', 'Молдова', 'Испания', 'Франция', 'Италия', 'Германия', 'Нидерланды']","['7704269667', '6659123848', '2310055540', '7704762375', '9909660593', '2222898815', '7707176724', '7825104571', '7728674093', '772173676754', '2308212266', '6165126486', '3918007799', '7704087000', '1001229589']"
823,2536174242,['Викинг'],['5010061795']
824,5018177696,"['Королёвский трубный завод', 'Intelsib', 'itrack.ru', 'Vkontakte', 'Telegram', 'Odnoklassniki', 'KTZ']","['5038114542', '5408238841', '7842349892', '3443152304', '1511018610', '5021012366']"
825,1650027925,"['Tortugaliya', 'TD Chelny Hleb', 'Chelny Food', 'Agrofirma', 'Chelny Logistik']","['1650119654', '1650079472', '1650339829', '6911003670', '1650198416']"
826,6367650357,['КлассикЪ'],['6367650357']
827,7705531557,"['Bridgestone', 'Miele', 'Hankook', 'Choice', 'Fujifilm', 'Harman', 'Cargopartner', 'Hitachi', 'HTC', 'Jokey', 'JVC', 'Mobis', 'Mooto', 'Nokia', 'Pan']","['5249143648', '5262068365', '6950130168', '7801463476', '7705712553', '7725593720', '7825107090']"
828,7602022318,"['Ярославский картон', 'Яндекс', 'Perspektiva.agency']","['7602022318', '7736207543']"
829,267005730,"['Microsoft Corporation', 'Apple Inc.', 'Amazon.com', 'Inc.', 'Alphabet Inc.', 'Facebook', 'Inc.', 'Alibaba Group', 'Intel Corporation', 'Oracle Corporation']","['9909014670', '9909014670']"
830,9702018608,['Zollen Design'],[]
831,3019020246,['Reg.ru'],['6312068502']
832,7730650445,"['РЕГИОН', 'Россельхозбанк', 'Finam.ru', 'НОВАТЭК']","['5406291470', '7725114488', '7710948890', '6316031581']"
833,7730702238,"['OstaninskiyMPK', 'Молочный завод Гиагинский', 'Италика', 'Good Kitchen', 'Царицыно', 'Ashan', 'Краснобор', 'Сыроваренный завод Сармич', 'Санта-Бремор', 'Компания Салатерия']","['0101000776', '7842518075', '7724017435', '7703270067', '7130010740', '1309084255']"
834,7713754927,"['Helena Biosciences Europe', 'ООО «Хелена РУС»']",['7713754927']
835,5262055736,"['gaz', 'hoferparts', 'service-kluch', 'agat-group', 'belmag', 'abro-rus', 'keno-tanaki', 'g', 'uaz']","['7736035485', '7444020643', '7736048950', '7705043493', '7327077188']"
836,5047115366,"['Mars Motors', 'Hyundai']","['5906139674', '7703623202']"
837,2540141112,"['Vikta-Fish', 'Moscow']",['7702076652']
838,7810177048,['Incol'],[]
839,7804607479,"['Chery', 'Exeed', 'Бета Финанс']","['2127315446', '4632209452']"
840,7730650445,"['РЕГИОН', 'Россельхозбанк', 'Finam.ru', 'НОВАТЭК']","['5406291470', '7725114488', '7710948890', '6316031581']"
841,7730702238,"['OstaninskiyMPK', 'Молочный завод Гиагинский', 'Italika', 'Good Kitchen', 'Царицыно', 'Ashan', 'Краснобор', 'Сыроваренный завод Сармич', 'Санта-Бремор', 'Компания Салатерия']","['0101000776', '7701242804', '7724017435', '7703270067', '7130010740', '1309084255']"
842,5047115366,"['Mars Motors', 'Hyundai']","['5906139674', '7703623202']"
843,7718934585,"['Pringles', 'Starbucks', 'NBC', 'MTV', 'Fanta', 'LG', 'Unilever', 'HP', 'KuchenLand', 'Инком-Авто', 'Orient', 'Konica Minolta']","['0274905435', '9701125364', '5259131313', '5075018950', '7708122305', '7704759686', '1101151047', '7702841783']"
844,3607004668,"['V-Hava', 'Пермяков', 'Чубенко', 'Требунских', 'Преснакова', 'Тарасов']","['3607004940', '4231003020', '772743203840', '632144517984', '252692092650', '5402075911']"
845,3111005578,['Самаринское'],['3111005578']
846,7705906140,['Agrovitex'],[]
847,7702821755,"['ЕВРОМЕТСТРОЙ', 'СВАО', 'ЮАО', 'Яндекс Карты']","['7702821755', '7710926092', '7723890206']"
848,1433017302,"['Камаз', 'Урал', 'Егерь', 'МАЗ', 'Volvo', 'Краны', 'Тракторы', 'Дреста']","['1650032058', '5911029807', '3849074030', '7730267112', '5047105054', '7802030563', '3435313156']"
849,7703682624,"['LX Hausys', 'HIMACS']",[]
850,7704027080,[''],[]
851,274100286,"['Уфимский ЖБЗ-2', 'Башгражданстрой', 'ЭлектроСпецМонтаж (БГС)', 'S']","['0277116830', '0274117057', '6316000632']"
852,7718240851,"['Питомники и заводчики', 'Современная розница', 'Интернет магазины', 'Сетевые зоомагазины', 'Розничные зоомагази']",['6164290490']
853,7801315076,"['FAYANS', 'Wellness', 'AM.PM', 'Sensation', 'Awe', 'Inspire V2.0', 'Inspire', 'Bliss L', 'Spirit V2.0', 'Spirit V2.1']","['6714045953', '9705106122', '9703167345', '7604259023']"
854,1215126037,"['ТНС энерго Марий Эл', 'Газпром Йошкар-Ола', 'Минстрой Республики Марий Эл', 'Правительство Республики Марий Эл']","['1215099739', '1215058620']"
855,7801437613,"['ATMOSPHERE of Art', 'Arichmed', 'SAGAD']",['6671287803']
856,7730702238,"['OstankinskiyMPK', 'Молочный завод «Гиагинский»', '', 'Италика', 'Good Kitchen', 'Царицыно', 'Ашан', 'Краснобор', 'Сыроваренный завод «Сармич»', '', 'Санта-Бремор', 'Компания «Сала']","['0101000776', '7842518075', '7724017435', '7703270067', '7130010740', '1309084255', '0274926001']"
857,7606004895,"['ЭЛДИН', 'АМТК-F', 'Электро-2014', 'Благодарность']","['0274918138', '7725851442', '7751302047']"
858,2364011203,['Кубанская картонажная фабрика'],['2364011203']
859,2540141112,['Vikta'],['5031016874']
860,7810177048,['companiesi'],[]
861,7804607479,"['Chery', 'Exeed', 'Бета Финанс']","['2127315446', '4632209452']"
862,7718934585,"['Pringles', 'Starbucks', 'NBC', 'MTV', 'Fanta', 'LG', 'Unilever', 'HP', 'KuchenLand', 'Инком-Авто', 'Orient', 'Konica Minolta']","['0274905435', '9701125364', '5259131313', '5075018950', '7708122305', '7704759686', '1101151047', '7702841783']"
863,3607004668,"['V-Hava', 'Пермяков', 'Чубенко', 'Требунских', 'Преснакова', 'Тарасов']","['3607004940', '4231003020', '772743203840', '632144517984', '252692092650', '5402075911']"
864,7730188527,"['АО «АТС»', 'НП «Совет рынка»', 'Министерство энергетики', 'АО «ЦФР»', 'АО «СО ЕЭС»']","['7802687430', '7703479608', '7453099449', '7705620038', '7705454461']"
865,7734627912,['iSite'],['5044051717']
866,6382043438,"['LADA', 'Renault', 'Glovis', 'Mazda', 'KIA', 'Lorus SCM', 'Citroen', 'BMW', 'Infiniti', 'Volvo', 'UAZ', 'Peugeot', 'Volkswagen', 'Nissan', 'GM-AVTOVAZ', 'Ford', 'GAZ', 'Geely', 'Z']","['1834051678', '5018154610', '7805464287', '7743580770', '7728674093', '2352039638', '7703282418', '5047105054', '7327077188', '7450014648', '5042059767', '4205108027', '4703038767', '7736035485', '4802011710']"
867,7705906140,['Agrovitex'],[]
868,7710689187,"['Barentz', 'InnovaFeed', 'ICC', 'Kennelwood', 'Feedmagazine', 'Adobe Stock', 'LinkedIn']",['7704014676']
869,1433017302,"['Kamaz', 'Ural', 'Eger', 'MAZ', 'Volvo', 'Краны', 'Тракторы', 'B-10', 'K-700', 'T-11', 'Dressta']","['1650032058', '5911029807', '7719602871', '7709259743', '5047105054', '7802030563', '3435313156', '7703821268', '8603221484', '3904014901', '7723377925']"
870,5256050730,['1MK-NN'],[]
871,7703682624,"['LX Hausys', 'Himacs', 'Viatera', 'FlooringGate', 'Interiofilm', 'Benif', 'Exterorfoil']","['7724487695', '7709592286']"
872,7704027080,[''],[]
873,7726053220,"['Volvo', 'S60', 'S90', 'V60 CROSS COUNTRY', 'V90 CROSS COUNTRY', 'XC90', 'XC60', 'XC40', 'XC60 RECHARGE', 'XC90 RECHARGE']","['5047105054', '2536342120', '1835028657']"
874,1660172336,"['Kazan DSK', 'Казанский ДСК', 'UTair', 'Поток', 'Swamp', 'Tizen', 'Aiptek', 'SKF', 'NCR']","['1660172336', '1660172336', '5904334800', '7730285182', '9714032205', '7705119551']"
875,7730122318,"['МСУ', 'ДСК', 'Группа ПИК', 'А101', 'Абсолют недвижимость', 'Лексион девелоп']","['1644041907', '2466000401', '5045026745', '7704810149', '7704370339', '5003062036']"
876,7724421790,"['Segment', 'Segment24']",['5407071910']
877,4811025155,['A-Z'],['7751292303']
878,5029113285,['Proshyan'],['5029113285']
879,6312065935,['Kulagin Group'],[]
880,7715579251,"['PRIMUM', 'TRANSPORTANA COMPANY', 'nineseven.ru']",['7810994258']
881,2540250979,"['Virosko', 'Milkis', 'ChocoPie']","['7708171694', '532005988366']"
882,7743513365,"['МОЛОПАК', 'Компания «МолоПак»']",['7743513365']
883,7726053220,"['Microsoft Corporation', 'Apple Inc.', 'Amazon.com', 'Inc.', 'Alphabet Inc.', 'Facebook', 'Inc.', 'Alibaba Group', 'Intel Corporation', 'Oracle Corporation']","['9909014670', '9909014670']"
884,1660172336,"['Kazan DSK', 'Казанский ДСК', 'UTair', 'Поток', 'Swamp', 'Tizen', 'Aiptek', 'SKF', 'NCR']","['1660172336', '1660172336', '5904334800', '7730285182', '9714032205', '7705119551']"
885,7730122318,"['МСУ', 'ДСК', 'Группа ПИК', 'А101', 'Абсолют недвижимость', 'Lexion']","['1644041907', '2466000401', '5045026745', '7704810149', '7704370339']"
886,7724421790,"['Segment', 'Segment24']",['5407071910']
887,4811025155,['A-Z'],['7751292303']
888,1655133885,"['Rosneft', 'Gazprom']","['7706107510', '7744001497']"
889,6312065935,['Kulagin Group'],[]
890,7708389669,"['MAER', 'hh.ru', 'Яндекс Дзен', 'ВК', 'VK', 'Telegram']","['3900022122', '5245027792', '0400014449', '3443152304']"
891,5007049621,"['АЛЮМЕТ', 'ООО «АЛЮМЕТ»']","['0323349695', '0323349695']"
892,4205086172,['Перекресток Ойл'],['4205086172']
893,901039797,"['Dostavka.victoria-group.ru', 'Wildberries.ru', 'Ozon.ru', 'Market.yandex.ru', 'Metro.zakaz.ru', 'Komus.ru', 'Utkonos.ru']",['7719418054']
